N(bin),P(bin),K(bin),Temp(bin),Humi(bin),ph(bin),rain(bin),tipo(bin)
01111000,00010111,00110111,011100,1011100,0111,000011010,01111
01101110,00010110,00101111,011101,1011100,0110,000011001,01111
01011111,00010111,00101101,011100,1011011,0110,000010101,01111
01101010,00001010,00110001,011100,1011100,0110,000010100,01111
01100011,00001100,00110100,011101,1011110,0110,000010110,01111
01101010,00010100,00110011,011110,1011011,0110,000010100,01111
01010011,00001011,00110101,011110,1011101,0110,000010110,01111
01110101,00010011,00110111,011101,1011100,0110,000011001,01111
01100010,00011010,00110001,011011,1011011,0110,000010111,01111
01110001,00010100,00110000,011011,1011111,0110,000011011,01111
01100101,00010001,00101111,011101,1011111,0110,000011010,01111
01100010,00000111,00101101,011100,1011101,0110,000011011,01111
01011101,00010110,00110000,011101,1011100,0111,000010110,01111
01011111,00010101,00101111,011100,1011110,0110,000010101,01111
01101101,00001100,00110000,011101,1011100,0111,000010101,01111
01110110,00001100,00101111,011100,1011100,0110,000011101,01111
01100100,00001110,00110001,011101,1011011,0110,000011010,01111
01011001,00001001,00101111,011101,1011011,0111,000011101,01111
01011111,00010000,00101110,011011,1011010,0111,000011000,01111
01011111,00000111,00101101,011011,1011011,0110,000011001,01111
01010111,00000110,00101101,011110,1011011,0110,000010111,01111
01011101,00010100,00110010,011110,1011101,0110,000011000,01111
01010100,00011101,00110001,011110,1011110,0110,000010100,01111
01101111,00000101,00101111,011100,1011011,0110,000010101,01111
01101111,00000101,00110100,011110,1011110,0110,000010101,01111
01101111,00001111,00110110,011100,1011101,0110,000010110,01111
01011001,00001011,00101111,011110,1011111,0110,000011100,01111
01101110,00001111,00110000,011101,1011101,0110,000011100,01111
01011111,00011110,00110100,011101,1011010,0111,000011010,01111
01110011,00001100,00110100,011100,1011111,0111,000010101,01111
01111000,00011001,00110010,011100,1011111,0110,000010110,01111
01100110,00001011,00101101,011101,1011101,0110,000011000,01111
01011110,00000101,00110111,011101,1011100,0110,000011011,01111
01010100,00010010,00101110,011011,1011101,0111,000011001,01111
01101011,00010110,00110110,011100,1011011,0111,000010110,01111
01010000,00010010,00110100,011100,1011011,0110,000011000,01111
01010110,00010010,00101101,011101,1011011,0111,000010110,01111
01110001,00011100,00110000,011101,1011100,0110,000011000,01111
01110011,00010010,00110101,011101,1011110,0110,000010110,01111
01010010,00010100,00110110,011101,1011010,0111,000010101,01111
01100010,00010110,00101111,011101,1011100,0110,000011101,01111
01110101,00011001,00110110,011101,1011101,0110,000011101,01111
01010011,00001111,00110001,011101,1011011,0110,000010111,01111
01111000,00010000,00110011,011100,1011100,0111,000010111,01111
01101111,00000101,00110010,011100,1011100,0110,000011001,01111
01010101,00010101,00101111,011110,1011011,0110,000011001,01111
01011010,00010111,00110110,011101,1011010,0110,000011011,01111
01100011,00011101,00110111,011101,1011011,0111,000011010,01111
01100110,00001011,00101111,011100,1011101,0111,000011011,01111
01010000,00010010,00110011,011100,1011100,0111,000010101,01111
01010111,00010101,00110100,011011,1011110,0110,000011011,01111
01110010,00001000,00110100,011101,1011111,0110,000011100,01111
01100011,00000110,00101110,011101,1011110,0110,000011101,01111
01011001,00011001,00110010,011011,1011011,0110,000011001,01111
01100000,00001101,00110111,011110,1011111,0111,000010101,01111
01010010,00011010,00101111,011101,1011101,0111,000011000,01111
01101010,00010101,00110100,011101,1011111,0110,000010111,01111
01011010,00001111,00110100,011011,1011011,0110,000011000,01111
01101010,00010000,00110110,011101,1011100,0111,000011001,01111
00011000,10000000,11000100,010111,1011011,0110,001101110,10000
00000111,10010000,11000101,011000,1011110,0110,001110010,10000
00001110,10000000,11001101,010111,1011111,0110,001110100,10000
00001000,01111000,11001001,010101,1011011,0110,001111010,10000
00010100,10000001,11001001,010111,1011100,0110,001110100,10000
00100000,10001001,11001100,010111,1011101,0110,001110110,10000
00011011,10001011,11001101,010110,1011101,0110,001101010,10000
00000000,01111011,11001101,010110,1011101,0110,001111001,10000
00010110,10010000,11000100,010110,1011100,0110,001110101,10000
00000001,01111100,11000111,011000,1011101,0110,001110001,10000
00011110,01111010,11000101,010101,1011101,0110,001101010,10000
00011101,01111001,11000100,010111,1011110,0110,001111100,10000
00001101,01111110,11001100,010111,1011101,0110,001101100,10000
00001001,10001011,11000111,010111,1011111,0110,001101001,10000
00000000,10000101,11001000,011000,1011010,0110,001101000,10000
00011110,10001111,11000111,011000,1011011,0110,001100110,10000
00100100,10001100,11000110,010111,1011011,0110,001101000,10000
00100101,10001001,11000111,010111,1011010,0110,001101100,10000
00100001,01111001,11001011,010110,1011111,0110,001110011,10000
00000111,10010000,11000011,010111,1011110,0110,001101001,10000
00100011,10000000,11001101,010101,1011110,0110,001101100,10000
00011101,10000000,11000110,010110,1011101,0110,001111001,10000
00000010,10001111,11000100,010111,1011010,0110,001101110,10000
00100010,10001100,11000110,010110,1011101,0110,001110011,10000
00011101,10010000,11001100,010110,1011100,0110,001110111,10000
00100000,10001101,11001011,010101,1011101,0110,001101101,10000
00001101,10010000,11000101,010111,1011111,0110,001101010,10000
00011001,10001111,11000110,010111,1011100,0110,001101100,10000
00001001,10001001,11001000,010101,1011011,0110,001100111,10000
00000110,10010000,11000110,010101,1011010,0110,001101001,10000
00100101,01111110,11000100,011000,1011011,0110,001101011,10000
00000010,01111000,11001011,010111,1011111,0110,001101101,10000
00001011,10001111,11000101,010111,1011101,0110,001111010,10000
00001010,10001101,11001001,010110,1011011,0110,001101001,10000
00011000,10001110,11001010,010111,1011011,0110,001100110,10000
00010111,10001010,11000011,010110,1011100,0110,001111100,10000
00010010,01111101,11001100,010110,1011110,0110,001110101,10000
00001101,01111001,11000100,010110,1011110,0110,001111000,10000
00011010,01111010,11001010,010110,1011111,0110,001101011,10000
00011100,01111011,11001010,010111,1011100,0110,001111000,10000
00011010,01111001,11001001,010110,1011010,0110,001110000,10000
00010101,10001001,11000100,011000,1011100,0110,001111100,10000
00010101,10000111,11000110,011000,1011111,0110,001101001,10000
00000101,10010000,11001101,010101,1011101,0110,001100111,10000
00000010,01111011,11001101,010110,1011011,0110,001111101,10000
00001111,10000101,11000111,011000,1011100,0110,001110110,10000
00011111,10000010,11000110,010110,1011101,0110,001111000,10000
00011001,10001111,11001000,011000,1011101,0110,001100101,10000
00010000,10001111,11001100,011000,1011100,0110,001111010,10000
00010011,01111010,11001010,010111,1011010,0110,001110001,10000
00001010,01111101,11000100,010110,1011010,0110,001110001,10000
00010100,10001011,11001010,011000,1011100,0110,001101100,10000
00011100,01111011,11000110,010111,1011011,0110,001110000,10000
00011100,10001000,11001000,010111,1011100,0110,001110011,10000
00000010,10000011,11000111,010110,1011011,0110,001111100,10000
00000010,10001100,11000101,010111,1011101,0110,001101001,10000
00011011,10001010,11001001,011000,1011110,0110,001101001,10000
00011110,01111111,11001100,010111,1011100,0110,001100101,10000
00100000,10010001,11001011,011000,1011011,0110,001101110,10000
00011101,10001011,11001101,011000,1011110,0110,001110101,10000
00011010,01111110,11000011,010101,1011101,0110,001110110,10000
00101000,10001000,11001010,010111,1011111,0110,001110110,10000
00000110,01111100,11001000,010111,1011110,0110,001101110,10000
00100011,10001010,11001000,010101,1011011,0110,001101000,10000
00010001,10001000,11000100,011000,1011010,0110,001100111,10000
00100001,10000110,11001101,010101,1011110,0110,001110011,10000
00010000,10001111,11000101,010111,1011110,0110,001110101,10000
00011011,01111000,11001000,010101,1011011,0110,001110101,10000
00011101,10010001,11001101,010111,1011100,0110,001101101,10000
00000011,10001101,11000101,010110,1011011,0110,001110011,10000
00001111,01111011,11001100,010111,1011101,0110,001110011,10000
00000101,10001000,11000011,010110,1011100,0110,001101100,10000
00001010,10001000,11001100,010101,1011100,0110,001101010,10000
00000111,10001101,11000011,011000,1011101,0110,001101001,10000
00000010,10000001,11001001,010111,1011110,0110,001111010,10000
00011101,10001010,11000101,010110,1011100,0110,001111010,10000
00011110,10001001,11001000,010111,1011011,0110,001110111,10000
00011101,10000100,11001100,010111,1011010,0110,001101100,10000
00001110,10001011,11000101,010110,1011101,0110,001111010,10000
00010010,01111101,11001011,010110,1011100,0110,001100111,10000
00100001,10001111,11001100,010101,1011100,0110,001111011,10000
00101000,10010000,11000100,010111,1011100,0110,001101011,10000
00001001,10001111,11000101,011000,1011101,0110,001110110,10000
00100110,10000111,11001011,011000,1011110,0110,001100101,10000
00011100,10000010,11000100,010110,1011111,0110,001110001,10000
00100011,10001110,11001011,010101,1011010,0110,001111100,10000
00001100,10000001,11001101,010110,1011011,0110,001110111,10000
00000001,10000111,11001011,010111,1011101,0110,001110010,10000
00000000,10010001,11001101,010101,1011010,0110,001110010,10000
00011111,01111001,11001001,010111,1011010,0110,001101111,10000
00100011,10000011,11001011,010110,1011110,0110,001100111,10000
00011101,10001100,11000011,011000,1011011,0110,001110101,10000
00100001,10001010,11000110,010110,1011011,0110,001111011,10000
00001110,10001100,11000101,010111,1011011,0110,001110001,10000
00100011,10010001,11000011,010110,1011111,0110,001101111,10000
00101000,01111000,11000101,011000,1011100,0110,001111000,10000
00011001,10000100,11000110,010110,1011011,0110,001100100,10000
00011111,10001001,11000100,010110,1011110,0110,001111001,10000
00100100,10010000,11000100,011000,1011111,0110,001110011,10000
00001010,10001100,11000101,010110,1011010,0110,001111100,10000
00010110,00011110,00001100,010000,1011101,0110,001110111,10001
00100101,00000110,00001101,011010,1011100,1000,001100101,10001
00011011,00001101,00000110,001101,1011011,0111,001101111,10001
00000111,00010000,00001001,010011,1011100,1000,001110011,10001
00010100,00000111,00001001,011101,1011100,0111,001101111,10001
00011010,00011011,00001010,011100,1011101,0110,001110010,10001
00000101,00010111,00001111,011010,1011100,0111,001110001,10001
00000000,00010010,00001110,011110,1011100,0111,001110010,10001
00100111,00011000,00001110,011111,1011011,0111,001101010,10001
00001101,00010111,00000110,011000,1011010,0111,001100111,10001
00010101,00010001,00001111,011000,1011100,0111,001110110,10001
00100001,00001100,00001000,011001,1011010,0111,001110101,10001
00000110,00001001,00001100,011111,1011010,0111,001101110,10001
00010011,00000111,00001010,001111,1011011,0110,001100100,10001
00011000,00010010,00000110,011011,1011110,0110,001110100,10001
00001001,00001011,00001000,011001,1011110,0111,001110000,10001
00011111,00001000,00000111,100011,1011110,0111,001101000,10001
00010110,00010001,00000101,011000,1011011,0111,001100111,10001
00001101,00000101,00001000,011000,1011010,0111,001101000,10001
00010000,00001000,00001001,011001,1011011,1000,001101111,10001
00000100,00001101,00000110,010000,1011110,1000,001100101,10001
00000000,00011001,00001110,010011,1011100,0110,001110100,10001
00001000,00000111,00001010,011100,1011100,0111,001101001,10001
00000100,00010111,00000101,010111,1011101,0111,001101110,10001
00100001,00001110,00001000,010101,1011101,1000,001101111,10001
00011110,00000111,00001111,100001,1011011,1000,001110100,10001
00010101,00011101,00001100,010110,1011100,0110,001110101,10001
00001011,00001110,00000101,001100,1011111,0111,001110100,10001
00001001,00001000,00001111,001110,1011110,1000,001101110,10001
00000101,00010010,00001110,100001,1011101,0111,001110111,10001
00011101,00011001,00001110,011110,1011010,1000,001110001,10001
00100001,00001100,00001111,011110,1011100,0110,001110101,10001
00001000,00010000,00000110,001100,1011010,0111,001101100,10001
00001111,00001110,00001000,001010,1011010,0110,001110111,10001
00010000,00000111,00001000,010111,1011011,0110,001110101,10001
00000000,00001100,00000111,010100,1011011,0111,001110101,10001
00000101,00011001,00000110,011111,1011110,0110,001101011,10001
00000110,00001000,00001011,011000,1011100,0111,001111000,10001
00001010,00000101,00000101,010101,1011011,1000,001110001,10001
00000001,00010001,00000110,001011,1011011,0111,001110110,10001
00000001,00011110,00001010,001100,1011011,0111,001101000,10001
00000000,00010111,00001111,010111,1011101,1000,001101110,10001
00011000,00011011,00001001,010011,1011101,0110,001110111,10001
00100100,00001011,00001101,010001,1011101,0111,001110001,10001
00101000,00010101,00001000,100011,1011101,0111,001100110,10001
00101000,00010110,00000110,011001,1011100,0110,001110100,10001
00100000,00010010,00001101,001110,1011100,0110,001101100,10001
00001001,00001010,00001010,010110,1011110,0110,001100110,10001
00001101,00010000,00001000,100011,1011101,0111,001100100,10001
00001111,00001001,00001011,001100,1011110,1000,001101101,10001
00011101,00001011,00000101,010111,1011100,1000,001101000,10001
00000001,00001111,00001001,011110,1011111,1000,001110011,10001
00010010,00000101,00001011,010101,1011011,0110,001100110,10001
00001110,00010110,00001001,010001,1011011,0111,001110001,10001
00100001,00001111,00000111,010000,1011100,1000,001101110,10001
00000100,00000110,00000111,010111,1011011,0111,001110001,10001
00010001,00010000,00001110,010000,1011100,0111,001100111,10001
00001100,00010100,00001010,011000,1011101,0111,001101101,10001
00100010,00011101,00001000,100000,1011011,0110,001101001,10001
00100111,00011100,00001010,011111,1011011,0111,001101101,10001
00011111,00011001,00001100,010010,1011010,0111,001110000,10001
00001100,00000110,00001000,011111,1011101,0110,001101011,10001
00001100,00011101,00001101,010110,1011100,1000,001110110,10001
00011010,00001011,00001011,001110,1011011,1000,001101010,10001
00010011,00011000,00001111,010100,1011110,0111,001110000,10001
00100111,00010101,00001001,001101,1011110,0110,001101010,10001
00010000,00011101,00001101,100000,1011110,0110,001110110,10001
00100100,00011101,00001101,010101,1011011,1000,001101110,10001
00100101,00010111,00001100,100000,1011011,0110,001110001,10001
00100111,00001001,00001111,011001,1011100,1000,001110101,10001
00011111,00000101,00001110,010010,1011100,0111,001101111,10001
00010010,00001100,00001000,001101,1011100,0110,001110111,10001
00010100,00010100,00001010,001100,1011110,0111,001101010,10001
00000101,00001000,00000101,001011,1011100,0111,001110001,10001
00010100,00001000,00001100,011001,1011111,0111,001110110,10001
00011001,00010101,00001011,100000,1011010,0110,001101001,10001
00001110,00010011,00001110,010010,1011110,0111,001101100,10001
00100101,00010010,00001100,001010,1011010,0111,001101011,10001
00011010,00001111,00000110,010001,1011111,0111,001101100,10001
00001101,00010110,00000101,010100,1011011,1000,001100100,10001
00100000,00011001,00001001,001010,1011110,1000,001100101,10001
00010011,00000111,00001001,011011,1011100,0111,001100101,10001
00011100,00000111,00001001,100011,1011100,0111,001110100,10001
00011000,00011110,00001011,100000,1011111,0111,001110001,10001
00000111,00010001,00001010,001010,1011011,0110,001101010,10001
00010010,00010111,00001000,010101,1011101,0110,001100101,10001
00000111,00010100,00001100,010001,1011111,0110,001101110,10001
00010100,00010111,00001011,100000,1011010,0110,001101110,10001
00010010,00001110,00001011,011100,1011010,0111,001110101,10001
00100010,00001011,00001010,100000,1011111,0111,001110011,10001
00010100,00011101,00001010,011101,1011101,0111,001100101,10001
00100101,00011000,00001101,010011,1011011,1000,001101100,10001
00001100,00001000,00001010,010000,1011011,1000,001101011,10001
00100010,00001010,00001110,100010,1011100,0111,001110101,10001
00000110,00001101,00001001,100011,1011011,1000,001110110,10001
00011011,00011110,00000101,100001,1011011,1000,001110001,10001
00001101,00001000,00001100,011001,1011101,0111,001110010,10001
00000110,00000111,00000111,011100,1011110,0111,001110010,10001
00101000,00010001,00001111,010101,1011011,1000,001101011,10001
00011111,00011010,00001001,001100,1011101,1000,001100111,10001
00111101,01000100,00110010,100011,1011011,0111,011110011,10010
00111010,00101110,00101101,101010,1011011,0111,001011000,10010
00101101,00101111,00110111,100110,1011011,0111,001110111,10010
00100111,01000001,00110101,100011,1011100,0111,011101100,10010
00011111,01000100,00101101,101011,1011010,0111,011000100,10010
01000110,01000100,00101101,100010,1011101,0111,011001011,10010
01000100,00111110,00110010,100001,1011101,0111,011000110,10010
00100010,01000001,00101111,010111,1011110,0111,011000000,10010
00100110,01000100,00110110,011101,1011011,0111,011001010,10010
01000101,01000000,00101111,101000,1011111,0111,010111011,10010
00111010,00110011,00101111,101010,1011100,0111,001100001,10010
00111011,00101111,00110101,100001,1011011,0111,000101111,10010
00101100,01000000,00110110,011110,1011011,0111,011101001,10010
00111000,00111001,00110000,100000,1011101,0111,001000000,10010
01000101,00111100,00110110,100100,1011101,0111,010001101,10010
00111000,00111010,00110001,100101,1011111,0111,010101100,10010
00110001,00110111,00110101,100110,1011110,0111,001001110,10010
00100110,00110011,00110100,100001,1011011,0111,001001111,10010
00110110,01000001,00101111,011100,1011100,0111,010010110,10010
00111001,00111001,00110011,100111,1011011,0111,001101010,10010
00100111,00110100,00110101,100001,1011111,0111,000110011,10010
00111010,01000011,00101101,100111,1011100,0111,000111111,10010
00111101,01000000,00110100,101011,1011101,0111,001101111,10010
00100010,00111110,00110111,011100,1011011,0111,011101111,10010
00011111,00110000,00101101,101001,1011101,0111,010000101,10010
00101111,00101110,00110100,010111,1011011,0111,011001110,10010
00100000,01000100,00110100,100001,1011101,0111,011111001,10010
00100100,00111011,00101110,100010,1011110,0111,001111111,10010
00111101,00110011,00110011,100111,1011110,0111,001111001,10010
01000110,00110110,00101110,101000,1011011,0111,001111011,10010
00101100,00111000,00110001,100111,1011011,0111,001000000,10010
00100010,01000100,00110011,011011,1011110,0111,000101000,10010
00110010,00111011,00101111,101001,1011100,0111,011010010,10010
00100111,01000110,00110100,011010,1011011,0111,000111011,10010
00100010,00111101,00110001,011100,1011101,0111,001110110,10010
00101100,00111100,00110111,100010,1011011,0111,001100011,10010
00011111,00111110,00110100,100010,1011101,0111,010110110,10010
01000001,00111110,00110011,100000,1011011,0111,011001111,10010
00101100,00111001,00110101,101010,1011011,0111,001001011,10010
00110010,00101111,00110000,011001,1011011,0111,011011010,10010
00101011,00110010,00110000,011100,1011011,0111,010110011,10010
00111100,00101110,00110101,011000,1011101,0111,010110111,10010
01000110,01000100,00110111,101011,1011111,0111,001001111,10010
00111011,00111110,00110100,101100,1011101,0111,001101000,10010
00111100,00111010,00110011,101010,1011101,0111,010100110,10010
00101010,00111100,00101111,100001,1011100,0111,010001001,10010
00100011,01000010,00101111,100000,1011100,0111,000110001,10010
00100010,01000001,00110000,101001,1011010,0111,011000111,10010
00100100,00110110,00101110,101011,1011111,0111,011010110,10010
00100111,01000000,00110100,011101,1011111,0111,001000000,10010
00100101,00110100,00101111,101011,1011110,0111,011010100,10010
00100001,00101111,00101110,011101,1011110,0111,011010001,10010
00100010,00110000,00110000,101001,1011011,0111,010110110,10010
00110001,00110110,00110010,011010,1011101,0111,001100001,10010
00101000,01000001,00110001,100011,1011011,0111,010100100,10010
01000100,00110100,00110001,011000,1011100,0111,000111111,10010
00110010,00101110,00110100,011111,1011010,0111,000110110,10010
01000001,00111111,00110010,100000,1011011,0111,001001111,10010
00101000,00110001,00101111,101011,1011011,0111,011110110,10010
00101010,00110101,00110000,010111,1011110,0111,011101000,10010
00110001,00110111,00110011,011001,1011110,0111,010000111,10010
00111011,00111110,00110001,101011,1011101,0111,001110011,10010
00111111,00111010,00101111,011011,1011011,0111,010010001,10010
01000110,01000001,00110100,011110,1011101,0111,001001100,10010
00111111,00110010,00110100,011101,1011101,0111,001110100,10010
00101000,01000000,00101111,100001,1011101,0111,001001000,10010
00111111,00111010,00110010,101011,1011111,0111,000101010,10010
00101101,00111010,00110001,011110,1011010,0111,001001011,10010
01000010,01000101,00101111,011000,1011110,0111,001011000,10010
00110110,01000011,00110100,100100,1011101,0111,010001101,10010
01000101,01000011,00110100,011100,1011110,0111,001010011,10010
01000011,01000100,00110001,100011,1011100,0111,010010110,10010
00101101,00111001,00101111,010111,1011011,0111,010100010,10010
00111000,00110010,00110100,100001,1011100,0111,001011000,10010
01000110,00110010,00110101,100101,1011010,0111,010101100,10010
00101100,00101111,00101101,100111,1011111,0111,011011010,10010
00110010,00111100,00101111,100001,1011101,0111,001011110,10010
00110100,00110011,00110101,100110,1011101,0111,011010010,10010
00100011,01000100,00101101,101011,1011010,0111,011101011,10010
01000100,01000101,00110100,011010,1011101,0111,000110101,10010
00100000,00110111,00110100,100110,1011100,0111,010100000,10010
00100000,00110111,00110011,011110,1011101,0111,000111111,10010
00110000,00111110,00101111,011001,1011101,0111,010101110,10010
00100111,01000101,00110101,011010,1011101,0111,011110010,10010
00110001,00111101,00101101,100001,1011111,0111,011110000,10010
00110000,00111001,00110110,011101,1011010,0111,001111111,10010
01000101,01000010,00110001,101000,1011010,0111,001011100,10010
00110101,00110111,00110111,100001,1011011,0111,011101010,10010
00100110,00111101,00110100,011111,1011111,0111,000101110,10010
00111001,01000000,00110111,011011,1011101,0111,000111111,10010
00110011,00111001,00110111,011001,1011010,0111,001101100,10010
00111000,01000001,00101101,100110,1011110,0111,011011010,10010
00110110,01000010,00110100,100101,1011110,0111,001101000,10010
00111010,00110111,00101111,011010,1011110,0111,011110001,10010
01000100,01000110,00110110,011111,1011101,0111,000110111,10010
00101010,00111011,00110111,101000,1011110,0111,010010101,10010
00101011,01000000,00101111,100111,1011100,0111,001100110,10010
00100011,01000011,00110001,101001,1011011,0111,011110000,10010
00111000,00111011,00110111,100101,1011100,0111,010111101,10010
00100111,01000000,00110101,010111,1011011,0111,011010000,10010
00010010,00011110,00011101,011011,1011101,0110,011100001,10011
00100101,00010111,00011100,011010,1011110,0110,011100000,10011
00001101,00011100,00100001,011100,1100000,0110,010010111,10011
00000010,00010101,00100011,011001,1011100,0110,010110100,10011
00001010,00010010,00100011,011100,1100100,0110,010110110,10011
00000111,00001011,00100000,011101,1011111,0110,010111001,10011
00100111,00000101,00011111,011011,1011110,0110,010010111,10011
00100010,00000110,00011011,011010,1011011,0110,010010100,10011
00011111,00011110,00011101,011011,1011011,0110,010110011,10011
00011001,00000111,00100011,011100,1100011,0110,010111110,10011
00010000,00010010,00011010,011100,1011100,0110,010010010,10011
00011010,00001010,00100001,011100,1100001,0110,011000111,10011
00011011,00001000,00100000,011011,1100000,0110,010010000,10011
00100101,00010010,00011110,011100,1100011,0110,010011110,10011
00010011,00001111,00100010,011010,1100100,0110,011011000,10011
00000000,00010011,00100001,011011,1011111,0110,011001101,10011
00011111,00010100,00011010,011010,1100010,0110,011001000,10011
00001001,00010001,00100000,011010,1011101,0110,010101100,10011
00010110,00001011,00011101,011100,1011111,0110,011011010,10011
00011111,00000110,00011010,011101,1011011,0110,010011101,10011
00100010,00000110,00011110,011011,1100001,0110,010101100,10011
00011000,00000110,00100000,011100,1011010,0110,010101100,10011
00000001,00001000,00011010,011100,1011110,0110,010011101,10011
00011111,00001101,00100001,011100,1011111,0110,011001110,10011
00001010,00001001,00011100,011101,1011110,0110,010010110,10011
00100100,00011011,00011010,011011,1100000,0110,010101100,10011
00100110,00011000,00100001,011100,1100001,0110,010001111,10011
00001011,00000110,00011001,011101,1100001,0110,010110011,10011
00010000,00001110,00011110,011110,1100000,0110,011010010,10011
00100001,00001110,00100011,011011,1100001,0110,010010101,10011
00010000,00000110,00011101,011101,1011100,0110,010000100,10011
00100000,00001011,00011111,011001,1011101,0110,010000111,10011
00100110,00001110,00011110,011011,1011011,0110,011000011,10011
00001000,00000110,00100001,011100,1011110,0110,010101100,10011
00010111,00000110,00100001,011101,1011101,0110,011001101,10011
00011101,00011001,00100011,011100,1011100,0110,010100001,10011
00011000,00001110,00100001,011101,1011101,0110,011011011,10011
00100000,00001100,00011110,011001,1100010,0110,011011010,10011
00011110,00011001,00011111,011010,1100011,0110,011010000,10011
00001110,00010101,00100011,011110,1011100,0110,011000010,10011
00011011,00010110,00011101,011101,1011100,0110,010010001,10011
00101000,00000101,00011101,011100,1100010,0110,010100000,10011
00010001,00001011,00100000,011101,1011101,0110,010011101,10011
00011110,00011110,00100011,011001,1100000,0110,010100110,10011
00011100,00001010,00011110,011110,1011011,0110,011000001,10011
00100111,00000111,00011101,011100,1011111,0110,010010110,10011
00100000,00010100,00100011,011011,1100010,0110,010010001,10011
00000111,00001111,00100000,011001,1100000,0110,010101111,10011
00011101,00010001,00011101,011101,1100000,0110,011010011,10011
00100010,00001111,00100010,011011,1011011,0110,011100001,10011
00001110,00010111,00011001,011010,1100001,0110,010000111,10011
00010010,00010011,00011101,011100,1011100,0110,010100011,10011
00000111,00010101,00100011,011010,1011111,0110,010000011,10011
00011000,00011011,00100010,011101,1011111,0110,010010001,10011
00100111,00011101,00011101,011011,1011110,0110,011001000,10011
00011101,00001000,00011100,011011,1011100,0110,011010110,10011
00001010,00011000,00011011,011100,1011111,0110,010010010,10011
00000000,00011101,00100000,011100,1100010,0110,010101100,10011
00100000,00001011,00011111,011110,1011101,0110,010000011,10011
00100101,00001010,00100000,011101,1011111,0110,011011111,10011
00010100,00011101,00011011,011001,1011100,0110,010011110,10011
00011111,00011101,00100011,011011,1011100,0110,010001101,10011
00010001,00011110,00011011,011101,1011011,0110,011001110,10011
00000001,00001100,00011110,011100,1100000,0110,010000011,10011
00000110,00001101,00011101,011011,1100100,0110,011001010,10011
00001111,00011100,00100000,011101,1100100,0110,011100000,10011
00011011,00011000,00011101,011011,1100001,0110,010111111,10011
00000011,00010111,00011110,011110,1100000,0110,011010111,10011
00001000,00011010,00011010,011010,1011100,0110,011010101,10011
00010100,00011100,00011010,011010,1011011,0110,010100111,10011
00011010,00010010,00011011,011011,1011101,0110,010001110,10011
00000001,00000110,00100011,011011,1100000,0110,010010011,10011
00011011,00011110,00011111,011101,1011011,0110,010010101,10011
00010111,00000111,00100010,011010,1011100,0110,010000110,10011
00000000,00011010,00011111,011001,1011111,0110,011000001,10011
00100110,00000110,00011001,011010,1100001,0110,010111111,10011
00011001,00001100,00011010,011101,1100000,0110,010000111,10011
00101000,00000101,00100000,011010,1100001,0110,010010000,10011
00000000,00010011,00011111,011010,1011110,0110,010110011,10011
00011010,00001001,00100000,011010,1011111,0110,010010000,10011
00100011,00011110,00100010,011100,1011111,0110,010110110,10011
00010011,00011110,00011110,011110,1011011,0110,011100001,10011
00011111,00001101,00100001,011110,1011111,0110,010010100,10011
00010001,00011101,00011010,011010,1011101,0110,011000011,10011
00000010,00011110,00011110,011010,1011111,0110,011010010,10011
00011110,00001101,00011001,011011,1011011,0110,010100101,10011
00001000,00001111,00100001,011101,1100010,0110,011010110,10011
00010010,00001100,00100011,011010,1100000,0110,010000011,10011
00001000,00011100,00011110,011010,1011110,0110,010000111,10011
00101000,00010110,00011101,011100,1100100,0110,010101111,10011
00011011,00001010,00100001,011100,1100001,0110,010011010,10011
00010101,00010100,00011111,011010,1100100,0110,010100110,10011
00000011,00001001,00100011,011011,1100100,0110,000011010,10011
00010110,00010000,00011011,011101,1011010,0110,010111101,10011
00011011,00001000,00011110,011010,1100010,0110,011011101,10011
00010110,00001000,00100001,011100,1100000,0110,011001100,10011
00011100,00011011,00100000,011101,1011101,0110,011000000,10011
00010111,00010101,00011010,011010,1011101,0110,010010101,10011
00100101,00000101,00100010,011010,1011110,0110,010011000,10011
00010011,00011010,00011101,011011,1100011,0110,010100111,10011
10000101,00101111,00011000,011000,1001111,0111,001011011,10100
10001000,00100100,00010100,010111,1010101,0111,001000111,10100
01101000,00101111,00010010,011000,1001101,1000,001011011,10100
10000101,00101111,00010111,011001,1001100,0111,001011010,10100
01111110,00100110,00010111,011001,1010100,0110,001011000,10100
01111110,00110010,00010011,011001,1010010,0111,001001111,10100
01110001,00101001,00010100,011001,1010001,0111,001100000,10100
01111001,00101101,00010110,010110,1010001,0110,001000000,10100
01111001,00101111,00010000,011000,1001111,1000,001001000,10100
10000001,00111100,00010110,011001,1001111,0110,001001000,10100
01101011,00101101,00011001,010111,1010100,0111,001001000,10100
01111010,00111011,00010010,011000,1010100,0110,001010000,10100
10001100,00100110,00001111,011000,1001100,0110,001000110,10100
01100110,00110001,00010101,011001,1010101,0110,001011010,10100
01101111,00101000,00011001,011000,1010100,0110,001011011,10100
10000011,00100011,00010010,011000,1010010,0111,001000000,10100
10000111,00101011,00010000,010111,1010010,0111,001010111,10100
01100100,00101110,00010010,011000,1001100,0110,001000101,10100
01111011,00100111,00011000,011001,1001110,0111,001010110,10100
01110101,00111000,00001111,011010,1001101,0111,001011001,10100
01111001,00100100,00011000,011000,1010010,0111,001100011,10100
01100101,00111010,00010010,011010,1010001,0111,001001111,10100
